	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id
250	corelli	op03n02b	1687.6864702945581	1689	Baroque	Baroque	D	minor	5	-7	1	-3	1.1428571428571428	0.0	12	4	6	187
251	corelli	op03n02c	1687.6864702945581	1689	Baroque	Baroque	b	minor	5	-4	2	-3	0.6851851851851852	0.0	9	5	6	188
254	corelli	op03n02d	1687.6864702945581	1689	Baroque	Baroque	D	minor	5	-4	5	-1	0.6857142857142857	0.17142857142857143	9	6	6	189
256	corelli	op03n03a	1687.6864702945581	1689	Baroque	Baroque	Bb	minor	5	-4	1	0	0.9	0.0	9	1	6	190
259	corelli	op03n03c	1687.6864702945581	1689	Baroque	Baroque	Bb	minor	5	-7	0	-4	1.1333333333333333	0.0	12	4	6	192
261	corelli	op03n03d	1687.6864702945581	1689	Baroque	Baroque	Bb	minor	5	-7	9	0	0.8478260869565217	2.9565217391304346	12	9	6	193
262	corelli	op03n04a	1687.6864702945581	1689	Baroque	Baroque	b	minor	5	-8	5	-3	1.048780487804878	0.08536585365853659	13	8	6	194
264	corelli	op03n04b	1687.6864702945581	1689	Baroque	Baroque	b	minor	6	-7	4	-5	0.7007299270072993	0.072992700729927	13	9	6	195
265	corelli	op03n04c	1687.6864702945581	1689	Baroque	Baroque	b	minor	9	-5	5	-4	1.121212121212121	0.10606060606060606	14	9	6	196
267	corelli	op03n04d	1687.6864702945581	1689	Baroque	Baroque	b	minor	6	-7	2	-4	1.0584795321637428	0.0	13	6	6	197
268	corelli	op03n05a	1687.6864702945581	1689	Baroque	Baroque	d	minor	6	-5	5	-4	0.9393939393939394	0.06060606060606061	11	9	6	198
270	corelli	op03n05b	1687.6864702945581	1689	Baroque	Baroque	d	minor	5	-4	2	-4	0.8064516129032258	0.0	9	6	6	199
272	corelli	op03n05c	1687.6864702945581	1689	Baroque	Baroque	d	minor	5	-4	3	-3	0.9347826086956522	0.043478260869565216	9	6	6	200
274	corelli	op03n05d	1687.6864702945581	1689	Baroque	Baroque	d	minor	6	-4	5	-4	1.041237113402062	0.08247422680412371	10	9	6	201
277	corelli	op03n06a	1687.6864702945581	1689	Baroque	Baroque	G	minor	5	-4	2	0	0.8571428571428571	0.0	9	2	6	202
278	corelli	op03n06b	1687.6864702945581	1689	Baroque	Baroque	e	minor	5	-8	5	-4	0.8148148148148148	0.05555555555555555	13	9	6	203
280	corelli	op03n06c	1687.6864702945581	1689	Baroque	Baroque	G	minor	5	-4	1	-3	0.8181818181818182	0.0	9	4	6	204
282	corelli	op03n07a	1687.6864702945581	1689	Baroque	Baroque	e	minor	6	-5	5	-1	0.8947368421052632	0.05263157894736842	11	6	6	206
283	corelli	op03n07b	1687.6864702945581	1689	Baroque	Baroque	e	minor	5	-4	3	-3	0.7232142857142857	0.008928571428571428	9	6	6	207
285	corelli	op03n07c	1687.6864702945581	1689	Baroque	Baroque	e	minor	5	-4	2	-3	1.0263157894736843	0.0	9	5	6	208
287	corelli	op03n07d	1687.6864702945581	1689	Baroque	Baroque	e	minor	5	-4	3	-4	0.7846153846153846	0.015384615384615385	9	7	6	209
290	corelli	op03n08a	1687.6864702945581	1689	Baroque	Baroque	C	minor	5	-4	5	-3	0.7058823529411765	0.17647058823529413	9	8	6	210
292	corelli	op03n08c	1687.6864702945581	1689	Baroque	Baroque	a	minor	5	-5	0	-3	0.7659574468085106	0.0	10	3	6	212
295	corelli	op03n08d	1687.6864702945581	1689	Baroque	Baroque	C	minor	5	-4	3	-4	0.8823529411764706	0.058823529411764705	9	7	6	213
296	corelli	op03n09a	1687.6864702945581	1689	Baroque	Baroque	f	minor	6	-4	2	-3	1.1791044776119404	0.0	10	5	6	214
297	corelli	op03n09b	1687.6864702945581	1689	Baroque	Baroque	f	minor	6	-4	3	-3	0.84	0.02666666666666667	10	6	6	215
299	corelli	op03n09c	1687.6864702945581	1689	Baroque	Baroque	f	minor	5	-7	3	-3	0.84375	0.015625	12	6	6	216
301	corelli	op03n09d	1687.6864702945581	1689	Baroque	Baroque	f	minor	5	-7	5	-4	0.9661016949152542	0.03389830508474576	12	9	6	217
302	corelli	op03n10a	1687.6864702945581	1689	Baroque	Baroque	a	minor	5	-4	1	-4	0.8723404255319149	0.0	9	5	6	218
303	corelli	op03n10b	1687.6864702945581	1689	Baroque	Baroque	a	minor	6	-4	5	-4	0.9421487603305785	0.049586776859504134	10	9	6	219
305	corelli	op03n10c	1687.6864702945581	1689	Baroque	Baroque	a	minor	6	-4	2	-4	1.0833333333333333	0.0	10	6	6	220
306	corelli	op03n10d	1687.6864702945581	1689	Baroque	Baroque	a	minor	9	-5	5	-5	1.1415929203539823	0.09734513274336283	14	10	6	221
307	corelli	op03n11a	1687.6864702945581	1689	Baroque	Baroque	g	minor	6	-5	5	-3	1.1296296296296295	0.18518518518518517	11	8	6	222
309	corelli	op03n11b	1687.6864702945581	1689	Baroque	Baroque	g	minor	5	-5	2	-4	0.9026548672566371	0.0	10	6	6	223
311	corelli	op03n11c	1687.6864702945581	1689	Baroque	Baroque	g	minor	5	-5	0	-3	1.0	0.0	10	3	6	224
313	corelli	op03n11d	1687.6864702945581	1689	Baroque	Baroque	g	minor	5	-4	3	-3	0.9846153846153847	0.015384615384615385	9	6	6	225
321	corelli	op03n12f	1687.6864702945581	1689	Baroque	Baroque	A	minor	5	-4	3	-1	0.9	0.1	9	4	6	231
323	corelli	op03n12g	1687.6864702945581	1689	Baroque	Baroque	A	minor	5	-4	0	0	0.8571428571428571	0.0	9	0	6	232
325	corelli	op04n01a	1687.6864702945581	1694	Baroque	Baroque	C	minor	5	-4	2	-3	1.125	0.0	9	5	6	233
327	corelli	op04n01b	1687.6864702945581	1694	Baroque	Baroque	C	minor	5	-4	5	-4	0.75	0.3333333333333333	9	9	6	234
328	corelli	op04n01c	1687.6864702945581	1694	Baroque	Baroque	a	minor	6	-4	1	0	1.0	0.0	10	1	6	235
330	corelli	op04n01d	1687.6864702945581	1694	Baroque	Baroque	C	minor	5	-5	2	-2	0.9230769230769231	0.0	10	4	6	236
331	corelli	op04n02a	1687.6864702945581	1694	Baroque	Baroque	g	minor	5	-4	1	-4	0.8524590163934426	0.0	9	5	6	237
333	corelli	op04n02b	1687.6864702945581	1694	Baroque	Baroque	g	minor	5	-9	4	-5	1.1868131868131868	0.054945054945054944	14	9	6	238
335	corelli	op04n02c	1687.6864702945581	1694	Baroque	Baroque	g	minor	5	-4	0	0	1.1111111111111112	0.0	9	0	6	239
336	corelli	op04n02d	1687.6864702945581	1694	Baroque	Baroque	g	minor	5	-4	0	-3	1.0	0.0	9	3	6	240
342	corelli	op04n03d	1687.6864702945581	1694	Baroque	Baroque	A	minor	5	-4	2	-6	1.3611111111111112	0.05555555555555555	9	8	6	244
345	corelli	op04n04b	1687.6864702945581	1694	Baroque	Baroque	D	minor	5	-4	0	-3	0.875	0.0	9	3	6	246
346	corelli	op04n04c	1687.6864702945581	1694	Baroque	Baroque	b	minor	6	-4	2	-3	0.9629629629629629	0.0	10	5	6	247
349	corelli	op04n04d	1687.6864702945581	1694	Baroque	Baroque	D	minor	5	-4	3	-3	1.5555555555555556	0.1111111111111111	9	6	6	248
350	corelli	op04n05a	1687.6864702945581	1694	Baroque	Baroque	a	minor	9	-4	5	-4	0.9620253164556962	0.0379746835443038	13	9	6	249
352	corelli	op04n05b	1687.6864702945581	1694	Baroque	Baroque	a	minor	5	-6	3	-4	0.684931506849315	0.0136986301369863	11	7	6	250
354	corelli	op04n05c	1687.6864702945581	1694	Baroque	Baroque	a	minor	5	-8	5	-4	0.78125	0.09375	13	9	6	251
356	corelli	op04n05d	1687.6864702945581	1694	Baroque	Baroque	a	minor	6	-4	2	-1	1.1785714285714286	0.0	10	3	6	252
360	corelli	op04n06c	1687.6864702945581	1694	Baroque	Baroque	b	minor	5	-4	2	-1	1.0	0.0	9	3	6	255
362	corelli	op04n06d	1687.6864702945581	1694	Baroque	Baroque	E	minor	5	-4	1	-1	0.9375	0.0	9	2	6	256
363	corelli	op04n06e	1687.6864702945581	1694	Baroque	Baroque	e	minor	5	-4	2	0	0.8636363636363636	0.0	9	2	6	257
366	corelli	op04n06g	1687.6864702945581	1694	Baroque	Baroque	E	minor	6	-7	5	-4	2.096774193548387	0.9354838709677419	13	9	6	259
368	corelli	op04n07a	1687.6864702945581	1694	Baroque	Baroque	F	minor	5	-4	1	-3	0.8181818181818182	0.0	9	4	6	260
370	corelli	op04n07b	1687.6864702945581	1694	Baroque	Baroque	F	minor	5	-4	2	0	1.0	0.0	9	2	6	261
371	corelli	op04n07c	1687.6864702945581	1694	Baroque	Baroque	d	minor	5	-4	0	0	1.0833333333333333	0.0	9	0	6	262
373	corelli	op04n07d	1687.6864702945581	1694	Baroque	Baroque	F	minor	5	-3	2	-3	0.8	0.0	8	5	6	263
375	corelli	op04n08a	1687.6864702945581	1694	Baroque	Baroque	d	minor	5	-5	2	-3	1.0533333333333332	0.0	10	5	6	265
377	corelli	op04n08b	1687.6864702945581	1694	Baroque	Baroque	d	minor	5	-4	5	-4	0.6976744186046512	0.18604651162790697	9	9	6	266
379	corelli	op04n08c	1687.6864702945581	1694	Baroque	Baroque	d	minor	5	-4	2	-4	0.6	0.0	9	6	6	267
382	corelli	op04n09a	1687.6864702945581	1694	Baroque	Baroque	Bb	minor	5	-4	0	-1	1.3846153846153846	0.0	9	1	6	268
384	corelli	op04n09b	1687.6864702945581	1694	Baroque	Baroque	Bb	minor	5	-4	2	-1	0.5454545454545454	0.0	9	3	6	269
385	corelli	op04n09c	1687.6864702945581	1694	Baroque	Baroque	g	minor	5	-4	0	-2	0.8333333333333334	0.0	9	2	6	270
387	corelli	op04n09d	1687.6864702945581	1694	Baroque	Baroque	Bb	minor	5	-4	3	-3	1.148936170212766	0.02127659574468085	9	6	6	271
390	corelli	op04n10b	1687.6864702945581	1694	Baroque	Baroque	G	minor	5	-6	3	-5	1.2	0.12	11	8	6	273
392	corelli	op04n10d	1687.6864702945581	1694	Baroque	Baroque	e	minor	6	-4	2	-4	0.90625	0.0	10	6	6	275
395	corelli	op04n10e	1687.6864702945581	1694	Baroque	Baroque	G	minor	5	-8	5	-1	1.12	0.12	13	6	6	276
396	corelli	op04n11a	1687.6864702945581	1694	Baroque	Baroque	c	minor	5	-4	2	-4	0.9316239316239316	0.0	9	6	6	277
398	corelli	op04n11b	1687.6864702945581	1694	Baroque	Baroque	c	minor	5	-4	5	-4	0.8313253012048193	0.12048192771084337	9	9	6	278
400	corelli	op04n11c	1687.6864702945581	1694	Baroque	Baroque	c	minor	5	-4	5	-2	0.9108910891089109	0.12871287128712872	9	7	6	279
402	corelli	op04n12a	1687.6864702945581	1694	Baroque	Baroque	b	minor	5	-8	2	-4	0.8571428571428571	0.0	13	6	6	280
404	corelli	op04n12b	1687.6864702945581	1694	Baroque	Baroque	b	minor	5	-5	2	-4	0.7659574468085106	0.0	10	6	6	281
406	corelli	op04n12c	1687.6864702945581	1694	Baroque	Baroque	b	minor	5	-5	5	-5	0.8245614035087719	0.49122807017543857	10	10	6	282
408	couperin_clavecin	00_allemande	1717.0	1717	Baroque	Baroque	d	minor	5	-4	5	-4	0.953125	0.171875	9	9	7	283
410	couperin_clavecin	02_second_prelude	1717.0	1717	Baroque	Baroque	d	minor	6	-5	5	-4	0.7608695652173914	0.08695652173913043	11	9	7	285
411	couperin_clavecin	03_troisieme_prelude	1717.0	1717	Baroque	Baroque	g	minor	6	-4	5	-4	0.875	0.225	10	9	7	286
414	couperin_clavecin	05_cinquieme_prelude	1717.0	1717	Baroque	Baroque	A	minor	6	-4	5	-4	1.1153846153846154	0.5	10	9	7	288
415	couperin_clavecin	06_sixieme_prelude	1717.0	1717	Baroque	Baroque	b	minor	5	-5	6	-5	1.1162790697674418	0.27906976744186046	10	11	7	289
418	couperin_clavecin	07_septieme_prelude	1717.0	1717	Baroque	Baroque	Bb	minor	5	-4	5	-5	1.2	0.26666666666666666	9	10	7	290
419	couperin_clavecin	08_huitieme_prelude	1717.0	1717	Baroque	Baroque	e	minor	5	-5	5	-4	0.9381443298969072	0.18556701030927836	10	9	7	291
427	bach_solo	BWV1001_01_Adagio	1721.536293766012	1720	Baroque	Baroque	g	minor	6	-6	6	-5	1.064516129032258	0.4731182795698925	12	11	9	298
428	bach_solo	BWV1001_02_Fuga	1721.536293766012	1720	Baroque	Baroque	g	minor	6	-5	6	-5	0.9306569343065694	0.35766423357664234	11	11	9	299
431	bach_solo	BWV1001_03_Siciliano	1721.536293766012	1720	Baroque	Baroque	Bb	minor	5	-5	5	-4	0.9375	0.34375	10	9	9	300
432	bach_solo	BWV1001_04_Presto	1721.536293766012	1720	Baroque	Baroque	g	minor	6	-5	6	-4	0.8160377358490566	0.1179245283018868	11	10	9	301
433	bach_solo	BWV1002_01_Allemanda	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-6	5	-5	1.10989010989011	0.23076923076923078	12	10	9	302
434	bach_solo	BWV1002_02_Double	1721.536293766012	1720	Baroque	Baroque	b	minor	5	-6	6	-5	1.0	0.26436781609195403	11	11	9	303
435	bach_solo	BWV1002_03_Corrente	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-6	6	-6	0.9724770642201835	0.27522935779816515	12	12	9	304
436	bach_solo	BWV1002_04_Double	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-6	6	-5	0.9586776859504132	0.35537190082644626	12	11	9	305
437	bach_solo	BWV1002_05_Sarabande	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-5	3	-5	0.7727272727272727	0.030303030303030304	11	8	9	306
438	bach_solo	BWV1002_06_Double	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-5	6	-4	0.8679245283018868	0.2830188679245283	11	10	9	307
439	bach_solo	BWV1002_07_TempoDiBorea	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-5	5	-5	1.45	0.38333333333333336	11	10	9	308
441	bach_solo	BWV1002_08_Double	1721.536293766012	1720	Baroque	Baroque	b	minor	6	-7	5	-4	1.4285714285714286	0.47619047619047616	13	9	9	309
443	bach_solo	BWV1003_01_Grave	1721.536293766012	1720	Baroque	Baroque	a	minor	7	-5	6	-6	1.3636363636363635	0.7272727272727273	12	12	9	310
444	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	minor	7	-6	6	-8	0.8894601542416453	0.455012853470437	13	14	9	311
447	bach_solo	BWV1003_04_Allegro	1721.536293766012	1720	Baroque	Baroque	a	minor	6	-5	6	-5	0.9766081871345029	0.24561403508771928	11	11	9	313
449	bach_solo	BWV1004_01_Allemande	1721.536293766012	1720	Baroque	Baroque	d	minor	6	-5	5	-5	0.75	0.41304347826086957	11	10	9	314
450	bach_solo	BWV1004_02_Courante	1721.536293766012	1720	Baroque	Baroque	d	minor	7	-5	5	-5	1.3287671232876712	0.4383561643835616	12	10	9	315
452	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	minor	6	-5	6	-7	0.975609756097561	0.18292682926829268	11	13	9	316
461	bach_solo	BWV1007_06_MenuetII	1721.536293766012	1723	Baroque	Baroque	g	minor	5	-5	5	-4	0.5757575757575758	0.18181818181818182	10	9	9	325
463	bach_solo	BWV1008_01_Prelude	1721.536293766012	1723	Baroque	Baroque	d	minor	6	-5	6	-5	1.2527472527472527	0.5164835164835165	11	11	9	327
464	bach_solo	BWV1008_02_Allemande	1721.536293766012	1723	Baroque	Baroque	d	minor	6	-4	6	-5	1.2285714285714286	0.34285714285714286	10	11	9	328
465	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	minor	6	-5	5	-4	1.1794871794871795	0.6153846153846154	11	9	9	329
467	bach_solo	BWV1008_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	d	minor	6	-6	5	-5	1.0731707317073171	0.43902439024390244	12	10	9	330
469	bach_solo	BWV1008_05_MenuetI	1721.536293766012	1723	Baroque	Baroque	d	minor	5	-5	5	-4	0.6904761904761905	0.09523809523809523	10	9	9	331
471	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	minor	5	-5	5	-5	0.7590361445783133	0.10843373493975904	10	10	9	333
475	bach_solo	BWV1009_02_Allemande	1721.536293766012	1723	Baroque	Baroque	C	minor	5	-4	5	-4	1.125	0.3125	9	9	9	335
477	bach_solo	BWV1009_03_Courante	1721.536293766012	1723	Baroque	Baroque	C	minor	5	-4	3	-4	0.75	0.0625	9	7	9	336
479	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	minor	5	-4	4	-3	1.7857142857142858	0.2857142857142857	9	7	9	337
481	bach_solo	BWV1009_05_BourréeI	1721.536293766012	1723	Baroque	Baroque	C	minor	5	-4	5	-3	1.0714285714285714	0.2857142857142857	9	8	9	338
482	bach_solo	BWV1009_06_BourréeII	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-4	5	-4	1.3214285714285714	0.4642857142857143	9	9	9	339
485	bach_solo	BWV1009_07_Gique	1721.536293766012	1723	Baroque	Baroque	C	minor	5	-5	5	-5	1.0588235294117647	0.7058823529411765	10	10	9	340
487	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	minor	6	-4	5	-7	1.8333333333333333	0.9166666666666666	10	12	9	341
490	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	minor	5	-4	5	-4	0.7058823529411765	0.7058823529411765	9	9	9	343
492	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	minor	6	-4	3	-3	1.5	0.0625	10	6	9	344
494	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	minor	5	-4	5	-4	1.1333333333333333	0.6	9	9	9	345
497	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	minor	5	-4	5	-7	1.0384615384615385	0.8846153846153846	9	12	9	347
498	bach_solo	BWV1011_01_Prelude	1721.536293766012	1723	Baroque	Baroque	c	minor	6	-5	6	-5	1.049689440993789	0.2360248447204969	11	11	9	348
499	bach_solo	BWV1011_02_Allemande	1721.536293766012	1723	Baroque	Baroque	c	minor	6	-5	5	-5	1.0869565217391304	0.2608695652173913	11	10	9	349
500	bach_solo	BWV1011_03_Courante	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-5	5	-5	0.8955223880597015	0.1791044776119403	10	10	9	350
501	bach_solo	BWV1011_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-5	6	-4	1.037037037037037	1.1851851851851851	10	10	9	351
502	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	minor	9	-5	5	-3	0.9830508474576272	0.3220338983050847	14	8	9	352
504	bach_solo	BWV1011_06_GavotteII	1721.536293766012	1723	Baroque	Baroque	c	minor	6	-5	5	-5	1.3174603174603174	0.14285714285714285	11	10	9	353
505	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-5	5	-5	1.0566037735849056	0.1509433962264151	10	10	9	354
508	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	minor	6	-5	5	-4	1.1153846153846154	0.6153846153846154	11	9	9	355
513	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	minor	5	-4	5	-3	1.0666666666666667	0.2	9	8	9	359
516	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	minor	5	-5	5	-5	1.2173913043478262	0.30434782608695654	10	10	9	361
517	bach_solo	BWV1013_01_Allemande	1721.536293766012	1723	Baroque	Baroque	a	minor	6	-6	6	-4	1.1548387096774193	0.45806451612903226	12	10	9	362
518	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	minor	6	-5	5	-5	1.0705882352941176	0.27058823529411763	11	10	9	363
520	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	minor	5	-5	5	-4	0.9555555555555556	0.7777777777777778	10	9	9	364
522	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	minor	5	-5	6	-5	1.3661971830985915	0.30985915492957744	10	11	9	365
525	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-5	5	-5	1.0	0.11363636363636363	10	10	10	366
527	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-5	1.037037037037037	0.5925925925925926	9	10	10	367
530	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-2	1.1578947368421053	0.21052631578947367	9	7	10	369
532	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-4	0.8888888888888888	0.3888888888888889	9	9	10	370
534	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-4	0.9411764705882353	0.23529411764705882	9	9	10	371
536	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006095	1720	Baroque	Baroque	A	minor	6	-5	6	-4	1.5294117647058822	0.47058823529411764	11	10	10	372
538	bach_en_fr_suites	BWV806_09_Bouree_II	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-5	6	-4	0.6693548387096774	0.2661290322580645	11	10	10	374
540	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	a	minor	7	-6	6	-6	1.2815533980582525	0.19223300970873786	13	12	10	376
542	bach_en_fr_suites	BWV807_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-5	5	-5	1.088	0.184	11	10	10	377
543	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006095	1720	Baroque	Baroque	a	minor	5	-5	5	-5	0.8181818181818182	0.1590909090909091	10	10	10	378
545	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-5	3	-5	0.9259259259259259	0.05555555555555555	11	8	10	379
547	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-6	6	-5	1.1090909090909091	0.45454545454545453	12	11	10	380
549	bach_en_fr_suites	BWV807_05_Bourree_I	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-4	5	-3	1.0802469135802468	0.13580246913580246	10	8	10	381
551	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	a	minor	5	-5	5	-4	0.7731958762886598	0.44329896907216493	10	9	10	383
553	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	g	minor	7	-5	6	-5	1.1964285714285714	0.47767857142857145	12	11	10	384
555	bach_en_fr_suites	BWV808_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-12	5	-6	1.140495867768595	0.19834710743801653	18	11	10	385
556	bach_en_fr_suites	BWV808_03_Courante	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-6	6	-5	1.0718954248366013	0.1830065359477124	12	11	10	386
557	bach_en_fr_suites	BWV808_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-12	5	-5	2.441860465116279	0.3953488372093023	18	10	10	387
558	bach_en_fr_suites	BWV808_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-12	5	-8	2.4	0.46	18	13	10	388
559	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006095	1720	Baroque	Baroque	g	minor	5	-5	5	-5	1.0	0.16470588235294117	10	10	10	389
562	bach_en_fr_suites	BWV808_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-5	5	-4	1.0625	0.1971153846153846	11	9	10	391
564	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	F	minor	6	-5	5	-5	1.05	0.3142857142857143	11	10	10	392
566	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	1	-4	1.125	0.0	9	5	10	393
568	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	5	-1	1.2	0.7	9	6	10	394
570	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-5	2	-3	1.5	0.0	10	5	10	395
572	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	3	-3	1.5	0.2	9	6	10	396
573	bach_en_fr_suites	BWV809_06_Menuett_II	1721.7536076006095	1720	Baroque	Baroque	d	minor	5	-5	5	-5	0.625	0.19444444444444445	10	10	10	397
575	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	5	-4	1.4516129032258065	0.3870967741935484	9	9	10	398
576	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-8	6	-5	1.3218390804597702	0.45977011494252873	14	11	10	399
578	bach_en_fr_suites	BWV810_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-5	5	-5	1.4715447154471544	0.2601626016260163	11	10	10	400
579	bach_en_fr_suites	BWV810_03_Courante	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-7	5	-5	1.0476190476190477	0.25	13	10	10	401
580	bach_en_fr_suites	BWV810_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-5	4	-4	0.98	0.06	11	8	10	402
581	bach_en_fr_suites	BWV810_05_Passepied_I	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-12	7	-5	0.7824074074074074	0.21296296296296297	18	12	10	403
583	bach_en_fr_suites	BWV810_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	e	minor	7	-12	6	-5	1.4321608040201006	0.3065326633165829	19	11	10	405
584	bach_en_fr_suites	BWV811_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-5	8	-5	1.139874739039666	0.5615866388308977	11	13	10	406
586	bach_en_fr_suites	BWV811_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-5	6	-5	1.3873873873873874	0.2702702702702703	11	11	10	407
587	bach_en_fr_suites	BWV811_03_Courante	1721.7536076006095	1720	Baroque	Baroque	d	minor	5	-5	5	-5	1.0297029702970297	0.36633663366336633	10	10	10	408
589	bach_en_fr_suites	BWV811_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-5	6	-4	2.066666666666667	0.37777777777777777	11	10	10	409
591	bach_en_fr_suites	BWV811_05_Double	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-6	6	-5	1.7954545454545454	1.0	12	11	10	410
593	bach_en_fr_suites	BWV811_06_Gavotte_I	1721.7536076006095	1720	Baroque	Baroque	d	minor	5	-4	5	-5	0.7878787878787878	0.1111111111111111	9	10	10	411
595	bach_en_fr_suites	BWV811_08_Gigue	1721.7536076006095	1720	Baroque	Baroque	d	minor	7	-6	7	-5	1.7053941908713692	0.8713692946058091	13	12	10	413
596	bach_en_fr_suites	BWV812_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	d	minor	6	-5	5	-5	1.0381679389312977	0.24427480916030533	11	10	10	414
597	bach_en_fr_suites	BWV812_02_Courante	1721.7536076006095	1725	Baroque	Baroque	d	minor	6	-5	5	-5	1.1458333333333333	0.3020833333333333	11	10	10	415
