	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
806	806	kozeluh_sonatas	23op20no2c	1806.0	1806	C	I	7.0	-4.0	7	-4	9	-4	[0, 4]	[[0], [4], [0], [0], [4], [0]]	0.0	0.1359516616314199	[4, 1]	0.3806646525679758	[]	0.1419939577039275	11.0	11	13	19	807	major
808	808	kozeluh_sonatas	24op20no3b	1806.0	1806	D	I	8.0	-1.0	7	-3	10	-1	[0, 1, 4]	[[2, 2], [3, 2, 6]]	0.0	0.1209677419354838	[4, 1]	0.0806451612903225	[]	0.3870967741935484	9.0	10	11	19	809	major
810	810	kozeluh_sonatas	25op26no1a	1806.0	1806	D	I	9.0	-4.0	7	-6	9	-4	[1]	[[3]]	1.0	0.2081712062256809	[5, 2]	0.424124513618677	[]	0.2023346303501945	13.0	13	13	19	811	major
811	811	kozeluh_sonatas	25op26no1b	1806.0	1806	A	I	8.0	-4.0	9	-4	9	-3	[-1, 0, 1, 2, 4]	[[3, 4, 3], [7], [2], [7], [5], [7], [2], [4], [7]]	0.0	0.1241830065359477	[4, 1]	0.2745098039215686	[-1, 2]	0.1895424836601307	12.0	13	12	19	812	major
812	812	kozeluh_sonatas	25op26no1c	1806.0	1806	D	I	6.0	-4.0	6	-4	9	-4	[-1, 1]	[[3], [1]]	1.0	0.1333333333333333	[-1, 5, 2]	0.3041666666666666	[]	0.1666666666666666	10.0	10	13	19	813	major
815	815	kozeluh_sonatas	27op26no3a	1806.0	1806	Eb	I	9.0	-4.0	8	-4	9	-4	[4, 0, 1]	[[1, -3], [-3], [-3], [-2, 1], [1, -3], [-3], [-3], [-2, 1]]	0.0	0.1981981981981982	[4, 1]	0.3135135135135135	[]	0.1711711711711711	13.0	12	13	19	816	major
817	817	kozeluh_sonatas	27op26no3c	1806.0	1806	Eb	I	8.0	-4.0	9	-4	10	-4	[4, 0]	[[1, -3], [1, -3]]	0.0	0.1469387755102041	[4, 1]	0.3469387755102041	[]	0.6530612244897959	12.0	13	14	19	818	major
818	818	kozeluh_sonatas	28op30no1a	1806.0	1806	Bb	I	8.0	-4.0	8	-4	10	-4	[2, 3, 4, 5, 0, -1, 1]	[[1], [-1], [-3], [2], [0], [-2], [3], [-2], [2], [-2]]	0.0	0.1482558139534883	[4, 1]	0.5552325581395349	[2, 3, 5, -1]	0.4709302325581395	12.0	12	14	19	819	major
819	819	kozeluh_sonatas	28op30no1b	1806.0	1806	Eb	I	8.0	-4.0	8	-4	7	-3	[4, 2, -1, 0, 1]	[[-3, -2, -3], [1], [-4], [1], [-1], [1]]	0.0	0.2054054054054054	[4, 1]	0.5459459459459459	[2, -1]	0.0594594594594594	12.0	12	10	19	820	major
820	820	kozeluh_sonatas	28op30no1c	1806.0	1806	Bb	I	7.0	-4.0	9	-6	10	-4	[4, 1]	[[2], [-1], [-1], [2], [-1], [-1]]	0.0	0.0809628008752735	[4, 1]	0.2691466083150984	[]	0.2385120350109409	11.0	15	14	19	821	major
821	821	kozeluh_sonatas	29op30no2a	1806.0	1806	G	I	9.0	-1.0	9	-4	9	-4	[-1, 0, 1, 2, 4, 5]	[[1], [1, 5, 1], [1], [1], [1], [1], [5, 2], [1], [1], [5, 2], [1], [1], [1, 5], [1], [1], [1, 3, 0], [1], [5, 2], [1], [1], [5, 2], [1], [3, 0], [1], [1, 5], [1], [1], [1, 5], [1], [1], [2, 5], [1], [1], [2, 5], [1], [1], [5], [1], [1], [1], [1], [1], [2], [1], [1, 5], [1], [3], [1], [1], [6]]	0.0	0.2296296296296296	[4, 1]	0.328395061728395	[-1, 2, 5]	0.2320987654320987	10.0	13	13	19	822	major
822	822	kozeluh_sonatas	29op30no2b	1806.0	1806	D	I	8.0	-4.0	6	-4	6	-2	[1]	[[3]]	1.0	0.3018867924528302	[5, 2]	0.389937106918239	[]	0.0377358490566037	12.0	10	8	19	823	major
823	823	kozeluh_sonatas	29op30no2c	1806.0	1806	G	I	9.0	-4.0	8	-4	10	-4	[0, 4]	[[5], [1], [1], [5], [1], [1]]	0.0	0.1181434599156118	[4, 1]	0.379746835443038	[]	0.1856540084388185	13.0	12	14	19	824	major
824	824	ABC	n01op18-1_01	1812.0509746203827	1799	F	I	9.0	-4.0	9	-11	9	-5	[2, 5, 0]	[[-1, -1, -1, -1], [-1, -1, -1, -1], [1, 1, 1, 1], [-1, -1, -1, -1], [4, 4, 4, 4], [-1, -1, -1, -1]]	0.0	0.3086734693877551	[4, 1]	0.5382653061224489	[2, 5]	0.6760204081632653	13.0	20	14	20	825	major
826	826	ABC	n01op18-1_03	1812.0509746203827	1799	F	I	9.0	-8.0	9	-11	9	-4	[1, 4, 0]	[[-1], [3, 0, -1]]	0.0	0.2128712871287128	[4, 1]	1.099009900990099	[]	0.396039603960396	17.0	20	13	20	827	major
827	827	ABC	n01op18-1_04	1812.0509746203827	1799	F	I	8.0	-4.0	9	-11	11	-7	[1, 2, 3, 4, 5, -1, 0]	[[-1], [4], [-1], [1], [-1], [4], [2], [0], [-2], [3], [1], [-1]]	0.0	0.1043771043771043	[4, 1]	0.4663299663299663	[2, 3, 5, -1]	0.67003367003367	12.0	20	18	20	828	major
828	828	ABC	n03op18-3_01	1812.0509746203827	1799	D	I	8.0	-4.0	11	-8	11	-5	[1]	[[3]]	0.0	0.1631578947368421	[4, 1]	0.5	[]	0.3552631578947368	12.0	19	16	20	829	major
829	829	ABC	n03op18-3_02	1812.0509746203827	1799	Bb	I	10.0	-9.0	8	-13	10	-6	[4, 0, 1]	[[-2, -1, -2], [-2], [2]]	0.0	0.3121827411167512	[4, 1]	0.4771573604060913	[]	0.3451776649746192	19.0	21	16	20	830	major
830	830	ABC	n03op18-3_03	1812.0509746203827	1799	D	I	9.0	-4.0	9	-9	9	-5	[4]	[[6]]	0.0	0.2625899280575539	[4, 1]	0.4892086330935252	[]	0.2446043165467626	13.0	18	14	20	831	major
831	831	ABC	n03op18-3_04	1812.0509746203827	1799	D	I	9.0	-10.0	12	-9	12	-5	[0, 5]	[[2], [7]]	0.0	0.2153024911032028	[4, 1]	0.5551601423487544	[5]	0.5765124555160143	19.0	21	17	20	832	major
833	833	ABC	n04op18-4_02	1812.0509746203827	1799	C	I	7.0	-4.0	9	-5	9	-4	[1]	[[1], [1], [1]]	1.0	0.125	[5, 2]	0.2826086956521739	[]	0.3097826086956521	11.0	14	13	20	834	major
836	836	ABC	n05op18-5_01	1812.0509746203827	1799	A	I	9.0	-5.0	9	-8	8	-2	[0, 1, 2, 4, 5]	[[3], [4, 7, 3], [7], [4], [5, 3, 8], [3, 7, 4], [3], [5], [7]]	0.0	0.175233644859813	[4, 1]	0.4813084112149532	[2, 5]	0.1331775700934579	14.0	17	10	20	837	major
837	837	ABC	n05op18-5_02	1812.0509746203827	1799	A	I	8.0	-1.0	6	-4	9	-4	[0, 1, 4]	[[7], [4], [7], [3]]	0.0	0.0898203592814371	[4, 1]	0.1437125748502994	[]	0.1497005988023952	9.0	10	13	20	838	major
838	838	ABC	n05op18-5_03	1812.0509746203827	1799	D	I	8.0	-4.0	9	-4	9	-4	[1]	[[3]]	0.0	0.0663900414937759	[4, 1]	0.3734439834024896	[]	0.1908713692946058	12.0	13	13	20	839	major
839	839	ABC	n05op18-5_04	1812.0509746203827	1799	A	I	7.0	-4.0	8	-6	10	-5	[1, 3]	[[4], [6], [4]]	1.0	0.0653710247349823	[5, 2]	0.4275618374558304	[3]	0.3144876325088339	11.0	14	15	20	840	major
840	840	ABC	n02op18-2_01	1812.0509746203827	1800	G	I	8.0	-4.0	8	-5	10	-5	[-1, 0, 1, 3, 4, 5]	[[1, 5, 2], [2], [5], [0], [5], [0], [2], [4], [6], [1], [1, 5, 2, 2], [5, 5, 5, 5]]	0.0	0.179381443298969	[4, 1]	0.4865979381443299	[-1, 3, 5]	0.465979381443299	12.0	13	15	20	841	major
841	841	ABC	n02op18-2_02	1812.0509746203827	1800	C	I	8.0	-1.0	9	-4	9	-5	[0, 1, 4]	[[1], [0, 4, 1, 0], [4, 0, 4, 1], [1, 1, 0, 4], [0, 4, 1, 0]]	0.0	0.0621468926553672	[4, 1]	0.2033898305084746	[]	0.3954802259887006	9.0	13	14	20	842	major
842	842	ABC	n02op18-2_03	1812.0509746203827	1800	G	I	8.0	-1.0	9	-4	10	-2	[0, 1, 4]	[[2], [2], [5], [1], [5], [2], [1, 5], [1], [2], [2], [5], [1], [2], [1], [1, 2], [5], [5], [5], [1]]	0.0	0.0583941605839416	[4, 1]	0.2627737226277372	[]	0.7883211678832117	9.0	13	12	20	843	major
843	843	ABC	n02op18-2_04	1812.0509746203827	1800	G	I	8.0	-4.0	8	-11	10	-6	[0, 1, 2, 4]	[[2], [1], [5], [3], [1]]	0.0	0.126068376068376	[4, 1]	1.0213675213675213	[2]	0.5918803418803419	12.0	19	16	20	844	major
844	844	ABC	n06op18-6_01	1812.0509746203827	1800	Bb	I	9.0	-5.0	8	-4	10	-5	[2, 3, 4, 5, 6, 1, 0]	[[-2, -2], [-2], [-2], [-1], [-2], [2], [-1], [-2], [2], [-1], [1], [-2], [2, -1], [4], [-1], [-1], [-2, 2], [2], [-1], [-2, -2], [2], [-1], [-2, -1], [2], [-1], [-2, 2], [2], [-1], [-2], [2], [-2], [-1], [-2], [2], [-1], [-2], [2], [-1], [1], [-2], [2, -1], [-1], [4], [-1], [-2, 2], [2], [-1], [-2, -2], [2], [-1], [-2, -1], [2], [-1], [-2, 2], [2], [-1], [-2], [2], [-2], [-1], [-2], [2], [-1], [-2], [2], [-1], [0], [-2, 2], [-2], [3], [-1], [-2]]	0.0	0.0889487870619946	[4, 1]	0.3315363881401617	[2, 3, 5, 6]	0.3962264150943396	14.0	12	15	20	845	major
845	845	ABC	n06op18-6_02	1812.0509746203827	1800	Eb	I	7.0	-5.0	8	-5	10	-5	[4, 0, 1]	[[-3, 1, -2, -3], [-3], [1], [1], [1], [-3, -2, -3, 1], [1], [-2], [-2], [-2]]	0.0	0.090566037735849	[4, 1]	0.490566037735849	[]	0.5094339622641509	12.0	13	15	20	846	major
846	846	ABC	n06op18-6_03	1812.0509746203827	1800	Bb	I	9.0	-4.0	8	-4	9	-4	[3, 4, 1]	[[-1, -1], [2, -1], [1, -1]]	0.0	0.3313253012048193	[1, 4]	0.4277108433734939	[3]	0.3614457831325301	13.0	12	13	20	847	major
847	847	ABC	n06op18-6_04	1812.0509746203827	1800	Bb	I	11.0	-5.0	15	-8	11	-6	[4, 0, 1]	[[-2, -1, 2], [-2, -1, 2], [-2, -1, 2], [-2, -1, 2]]	0.0	0.2172043010752688	[4, 1]	0.6924731182795699	[]	0.7419354838709677	16.0	23	17	20	848	major
848	848	ABC	n07op59-1_01	1812.0509746203827	1806	F	I	10.0	-9.0	12	-12	10	-8	[1, 3, 4, 5]	[[0], [3, 0], [3, 0], [2], [3, 0], [3, 0], [4], [3, 0], [3, 0]]	0.0	0.2842323651452282	[1, 4]	0.4854771784232365	[3, 5]	0.2759336099585062	19.0	24	18	20	849	major
849	849	ABC	n07op59-1_02	1812.0509746203827	1806	Bb	I	10.0	-11.0	11	-13	16	-11	[4, 0, 1]	[[-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-2], [-1], [-2], [2]]	0.0	0.1785150078988941	[4, 1]	0.7677725118483413	[]	0.4154818325434439	21.0	24	27	20	850	major
851	851	ABC	n07op59-1_04	1812.0509746203827	1806	F	I	8.0	-5.0	9	-5	10	-6	[1, 3]	[[2], [0]]	0.0	0.173841059602649	[4, 1]	0.6556291390728477	[3]	0.3062913907284768	13.0	14	16	20	852	major
853	853	ABC	n08op59-2_02	1812.0509746203827	1806	E	I	8.0	-3.0	9	-7	10	-4	[0]	[[4]]	0.0	0.156441717791411	[4, 1]	0.6104294478527608	[]	0.3343558282208589	11.0	16	14	20	854	major
856	856	ABC	n09op59-3_01	1812.0509746203827	1806	C	I	10.0	-9.0	8	-12	12	-5	[0, 3, -3, 6]	[[6, 0, -3, 3], [6, 0, -3, 3]]	6.0	0.2318271119842829	[3, 0, -3]	1.3772102161100197	[]	1.149312377210216	19.0	20	17	20	857	major
858	858	ABC	n09op59-3_03	1812.0509746203827	1806	C	I	8.0	-4.0	8	-6	8	-4	[0, 1, 4]	[[0, 4, 1, 0]]	0.0	0.1705882352941176	[4, 1]	0.3	[]	0.3823529411764705	12.0	14	12	20	859	major
859	859	ABC	n09op59-3_04	1812.0509746203827	1806	C	I	9.0	-11.0	8	-11	9	-15	[1]	[[1]]	0.0	0.1642651296829971	[4, 1]	0.9798270893371758	[]	0.4639769452449567	20.0	19	24	20	860	major
860	860	ABC	n10op74_01	1812.0509746203827	1809	Eb	I	9.0	-5.0	10	-14	10	-7	[4, 0, 1]	[[-3, -2, 1, -3]]	0.0	0.0896860986547085	[4, 1]	0.8295964125560538	[]	0.2668161434977578	14.0	24	17	20	861	major
861	861	ABC	n10op74_02	1812.0509746203827	1809	Ab	I	8.0	-11.0	8	-10	12	-4	[4, 8, -1, 0, 1, 3]	[[-4, -3, -4, 0], [-4, -3, -4, 0], [-4], [-3], [0], [0], [-4], [4], [-1, -5], [-4], [-3, 0]]	0.0	0.1920529801324503	[1, 4]	0.5894039735099338	[8, -1, 3]	0.4172185430463576	19.0	18	16	20	862	major
863	863	ABC	n10op74_04	1812.0509746203827	1809	Eb	I	10.0	-4.0	10	-4	10	-3	[4, -1, 0, 1]	[[-3, 1, -2, -3], [-2], [-4]]	0.0	0.1495327102803738	[4, 1]	0.3925233644859813	[-1]	0.2710280373831775	14.0	14	13	20	864	major
865	865	ABC	n11op95_02	1812.0509746203827	1810	D	I	7.0	-5.0	12	-12	8	-10	[-1, 0, 1, 3, 4, 5, 6]	[[2], [7], [5], [3], [1], [6], [8]]	0.0	0.2244318181818181	[4, 1]	1.411931818181818	[-1, 3, 5, 6]	0.4602272727272727	12.0	24	18	20	866	major
868	868	ABC	n12op127_01	1812.0509746203827	1824	Eb	I	8.0	-8.0	9	-11	8	-5	[4, 0, 1]	[[-3, -2, -3, 1, 1, -2, -3], [-3, -2, -3, 1, 1, -2, -3]]	0.0	0.0701438848920863	[4, 1]	0.6241007194244604	[]	0.2787769784172662	16.0	20	13	20	869	major
869	869	ABC	n12op127_02	1812.0509746203827	1824	Ab	I	10.0	-5.0	13	-7	18	-5	[5, 3, -1, 1, 2]	[[-3], [-3], [-3], [-3], [-5], [-5], [-5], [-5], [-2], [-2], [-2], [-3, -5, -2], [-5], [-5], [-5], [-3, -5, -2, -5], [-3, -5, -2, -3], [-3, -5, -2, -1], [-3, -5, -2, 1]]	1.0	0.1715867158671586	[5, 2, -1]	0.5166051660516605	[3]	0.7749077490774908	15.0	20	23	20	870	major
870	870	ABC	n12op127_03	1812.0509746203827	1824	Eb	I	10.0	-4.0	9	-10	13	-5	[4, 0, 1]	[[-3, 1, -2, -3, -3, 1, -2, -3]]	0.0	0.1374407582938388	[4, 1]	0.5284360189573459	[]	0.2796208530805687	14.0	19	18	20	871	major
871	871	ABC	n12op127_04	1812.0509746203827	1824	Eb	I	9.0	-5.0	12	-11	11	-11	[4]	[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1]]	0.0	0.0824742268041237	[4, 1]	0.4668630338733431	[]	0.3092783505154639	14.0	23	22	20	872	major
873	873	ABC	n15op132_02	1812.0509746203827	1825	A	I	8.0	-4.0	9	-4	9	-3	[5, 0, 4]	[[8, 8, 8, 8], [3, 3, 3, 3], [7, 7, 7, 7], [7, 7, 7, 7]]	0.0	0.1016949152542373	[4, 1]	0.2605932203389831	[5]	0.2457627118644068	12.0	13	12	20	874	major
874	874	ABC	n15op132_03	1812.0509746203827	1825	C	I	6.0	-1.0	8	-3	9	-4	[0, 3]	[[0], [3]]	-1.0	0.025691699604743	[0, 3]	0.0968379446640316	[]	0.2411067193675889	7.0	11	13	20	875	major
875	875	ABC	n15op132_04	1812.0509746203827	1825	A	I	6.0	-4.0	6	-5	7	-5	[0, 1, 4]	[[4], [3], [3, 7], [4, 7], [3, 4], [3, 7, 3, 7]]	0.0	0.1964285714285714	[4, 1]	0.2857142857142857	[]	0.1696428571428571	10.0	11	12	20	876	major
877	877	ABC	n13op130_01	1812.0509746203827	1826	Bb	I	9.0	-8.0	9	-10	16	-4	[0]	[[-2, -2, -2, -2]]	0.0	0.1126564673157162	[4, 1]	0.3393602225312934	[]	0.2322670375521557	17.0	19	20	20	878	major
879	879	ABC	n13op130_03	1812.0509746203827	1826	Db	I	7.0	-4.0	10	-9	10	-7	[5, 2, 3]	[[-2], [0, -3]]	5.0	0.0604026845637583	[2, -1, 0]	0.3646532438478747	[3]	0.3064876957494407	11.0	19	17	20	880	major
880	880	ABC	n13op130_04	1812.0509746203827	1826	G	I	6.0	-4.0	9	-4	8	-4	[0, 1, 4]	[[1, 5, 2], [1], [5, 2, 5], [1, 5], [2]]	0.0	0.023728813559322	[4, 1]	0.3322033898305084	[]	0.1084745762711864	10.0	13	12	20	881	major
881	881	ABC	n13op130_05	1812.0509746203827	1826	Eb	I	8.0	-1.0	8	-4	8	-6	[4, 0, 1]	[[-3], [1], [1], [-2]]	0.0	0.0748663101604278	[4, 1]	0.2566844919786096	[]	0.2192513368983957	9.0	12	14	20	882	major
882	882	ABC	n13op130_06	1812.0509746203827	1826	Bb	I	9.0	-1.0	12	-4	9	-5	[3]	[[1], [1], [1], [1], [1], [1], [1], [1]]	3.0	0.145631067961165	[0, 4]	0.3996763754045307	[]	0.3705501618122977	10.0	16	14	20	883	major
884	884	ABC	n14op131_02	1812.0509746203827	1826	D	I	9.0	-4.0	12	-11	9	-4	[0]	[[2, 2, 2, 2]]	0.0	0.0793201133144475	[4, 1]	0.9036827195467422	[]	0.3371104815864023	13.0	23	13	20	885	major
886	886	ABC	n14op131_04	1812.0509746203827	1826	A	I	10.0	-2.0	11	-4	9	-5	[0, 1, 2, 4]	[[3], [4, 7], [3], [3], [3], [5], [3]]	0.0	0.0888208269525268	[4, 1]	0.3950995405819295	[2]	0.3200612557427258	12.0	15	14	20	887	major
887	887	ABC	n14op131_05	1812.0509746203827	1826	E	I	9.0	-1.0	8	-4	9	-6	[4, 0, 1]	[[5], [8], [4], [8]]	0.0	0.0252525252525252	[4, 1]	0.2104377104377104	[]	0.0707070707070707	10.0	12	15	20	888	major
890	890	ABC	n16op135_01	1812.0509746203827	1826	F	I	9.0	-5.0	16	-11	10	-4	[2, -4, -1, 0]	[[-2], [-5], [-1], [1]]	-1.0	0.1040609137055837	[-4, 0]	0.4923857868020304	[2]	0.2436548223350254	14.0	27	14	20	891	major
891	891	ABC	n16op135_02	1812.0509746203827	1826	F	I	7.0	-1.0	12	-4	9	-3	[1, 4, 0]	[[0], [-1], [-1], [0], [3]]	0.0	0.0490463215258855	[4, 1]	0.1852861035422343	[]	0.0599455040871934	8.0	16	12	20	892	major
892	892	ABC	n16op135_03	1812.0509746203827	1826	Db	I	10.0	-1.0	9	-4	9	-3	[0, 1, 4]	[[-1], [-4], [-1, -4, -5]]	0.0	0.1853932584269663	[4, 1]	0.4606741573033708	[]	0.1685393258426966	11.0	13	12	20	893	major
898	898	schubert_winterreise	n05	1828.0	1828	E	I	8.0	-5.0	7	-8	4	-4	[4, 0, 1]	[[4, 5], [8], [4], [8]]	0.0	0.3183673469387755	[4, 1]	0.7428571428571429	[]	0.0775510204081632	13.0	15	8	21	899	major
904	904	schubert_winterreise	n11	1828.0	1828	A	I	5.0	-5.0	8	-10	8	-4	[1]	[[4]]	1.0	0.0238095238095238	[5, 2]	0.8809523809523809	[]	0.1428571428571428	10.0	18	12	21	905	major
906	906	schubert_winterreise	n13	1828.0	1828	Eb	I	7.0	-2.0	9	-4	2	-3	[4, 0, 1]	[[-3], [-3], [-2], [1], [-3], [-3], [-2], [1], [-3], [-3], [-2], [1], [-3], [-3], [-2], [1], [-3], [-3], [1], [-2], [-2], [1, -2], [-3], [-3], [-2], [-2], [-3], [1, -3], [-3], [-3, -2], [-2, 1], [1, -2], [-3], [-3, -3], [-2, -2], [1, 1], [-3], [-3], [-2], [-2], [-3], [1, -3], [-3], [-3], [-3], [-2], [1], [1, 1], [-3], [-3, 1], [-2, -3], [1, 1], [-3], [-3, -2], [-2, 1], [1, -3]]	0.0	0.09009009009009	[4, 1]	0.5945945945945946	[]	0.036036036036036	9.0	13	5	21	907	major
909	909	schubert_winterreise	n16	1828.0	1828	Eb	I	9.0	-1.0	12	-5	9	-5	[-4, 5, -1, 2]	[[-7], [-4], [-1], [2], [-4], [-1], [2, -1, -4, -7]]	5.0	0.099009900990099	[2, -1, -4]	1.7326732673267329	[]	0.1584158415841584	10.0	17	14	21	910	major
910	910	schubert_winterreise	n17	1828.0	1828	D	I	7.0	-4.0	12	-9	11	-4	[0, 1, 4, 5]	[[2], [3, 2, 6], [7], [2], [3, 2, 6], [7], [2], [3, 2, 6], [7], [2], [3, 2, 6], [7], [2], [3, 2, 6], [7], [2], [3, 2, 6], [7]]	0.0	0.1875	[4, 1]	1.0089285714285714	[5]	0.3303571428571428	11.0	21	15	21	911	major
912	912	schubert_winterreise	n19	1828.0	1828	A	I	4.0	0.0	10	-3	6	0	[0, 1, 4]	[[4, 4], [3], [4, 4], [7, 4], [4, 3, 4, 4], [3, 7, 4, 4], [4, 4], [3], [4, 4], [7, 4], [4, 3, 4, 4], [3, 7, 4, 4], [4, 4]]	0.0	0.0	[4, 1]	0.5151515151515151	[]	0.0454545454545454	4.0	13	6	21	913	major
914	914	schubert_winterreise	n21	1828.0	1828	F	I	8.0	-3.0	8	-5	8	-2	[1, 4, 0]	[[-1, 0, 3, 0, 3]]	0.0	0.1503267973856209	[4, 1]	0.6013071895424836	[]	0.0784313725490196	11.0	13	10	21	915	major
916	916	schubert_winterreise	n23	1828.0	1828	A	I	4.0	-4.0	8	-5	8	-1	[1]	[[4]]	1.0	0.0	[5, 2]	0.5862068965517241	[]	0.0689655172413793	8.0	13	9	21	917	major
918	918	mendelssohn_quartets	02op13a	1835.8707229487093	1827	A	I	7.0	-5.0	11	-6	7	-6	[0, 1, 4]	[[3, 4, 3, 7]]	0.0	0.4350567465321563	[4, 1]	0.9558638083228248	[]	0.1790668348045397	12.0	17	13	22	919	major
919	919	mendelssohn_quartets	02op13b	1835.8707229487093	1827	F	I	6.0	-6.0	9	-12	7	-6	[1, 4, 0]	[[-1], [0, 3, 0]]	0.0	0.3088235294117647	[4, 1]	0.8125	[]	0.1672794117647058	12.0	21	13	22	920	major
922	922	mendelssohn_quartets	01op12a	1835.8707229487093	1829	Eb	I	10.0	-4.0	10	-6	10	-6	[4, 0, 1]	[[-3, -2, -3], [1]]	0.0	0.1901931649331352	[4, 1]	0.7147102526002972	[]	0.0802377414561664	14.0	16	16	22	923	major
924	924	mendelssohn_quartets	01op12c	1835.8707229487093	1829	Bb	I	10.0	-2.0	9	-3	8	-2	[4, 0, 1]	[[-2, 2, -2], [-1]]	0.0	0.2452830188679245	[4, 1]	0.3066037735849056	[]	0.1132075471698113	12.0	12	10	22	925	major
927	927	mendelssohn_quartets	04op44,2b	1835.8707229487093	1837	E	I	8.0	-5.0	11	-5	8	-5	[4, 0, 1]	[[4, 8, 4, 5], [4, 8, 4, 5], [4, 8, 4, 5], [4, 8, 4, 5], [4, 8, 4, 5]]	0.0	0.1338962605548854	[4, 1]	0.48854041013269	[]	0.0422195416164053	13.0	16	13	22	928	major
928	928	mendelssohn_quartets	04op44,2c	1835.8707229487093	1837	G	I	9.0	-2.0	8	-4	10	-3	[0, 1, 2, 4, 5]	[[1], [1], [5], [2], [5], [1], [2], [2], [5], [6], [5], [3], [1], [1], [5], [2], [5], [1], [2], [2], [5], [6], [5], [3], [1]]	0.0	0.1402439024390244	[4, 1]	0.3414634146341463	[2, 5]	0.3597560975609756	11.0	12	13	22	929	major
930	930	mendelssohn_quartets	03op44,1a	1835.8707229487093	1838	D	I	10.0	-5.0	9	-6	10	-6	[0, 1, 2, 4]	[[2], [3, 2, 2, 6, 3], [2], [3, 2, 6, 3], [2], [6], [3], [2], [2], [3, 2, 6, 3], [6], [2], [4], [3, 2, 6, 3], [2], [3], [3, 2, 6, 3], [2], [6], [2], [4], [3, 2, 6, 3], [2], [3]]	0.0	0.2197070572569907	[4, 1]	0.6351531291611185	[2]	0.355525965379494	15.0	15	16	22	931	major
931	931	mendelssohn_quartets	03op44,1b	1835.8707229487093	1838	D	I	9.0	-5.0	7	-12	9	-6	[-1, 1]	[[1, 3]]	1.0	0.3631713554987212	[-1, 5, 2]	0.5447570332480819	[]	0.3682864450127877	14.0	19	15	22	932	major
933	933	mendelssohn_quartets	03op44,1d	1835.8707229487093	1838	D	I	9.0	-5.0	8	-8	8	-8	[0, 1, 4]	[[2, 2, 6, 3, 2, 2]]	0.0	0.4004884004884005	[4, 1]	0.9194139194139194	[]	0.1953601953601953	14.0	16	16	22	934	major
934	934	mendelssohn_quartets	05op44,3a	1835.8707229487093	1838	Eb	I	10.0	-3.0	11	-9	11	-4	[3, 4, 1]	[[-2], [0], [-2], [1]]	0.0	0.328544061302682	[4, 1]	0.6867816091954023	[3]	0.1513409961685823	13.0	20	15	22	935	major
936	936	mendelssohn_quartets	05op44,3c	1835.8707229487093	1838	Ab	I	8.0	-3.0	9	-9	9	-4	[4, 0, 1]	[[-4, 0, -3], [-4, 0, -3], [-4, 0, -3], [-4, 0, -3], [-4, 0, -3]]	0.0	0.1714285714285714	[4, 1]	0.8467532467532467	[]	0.1558441558441558	11.0	18	13	22	937	major
937	937	mendelssohn_quartets	05op44,3d	1835.8707229487093	1838	Eb	I	9.0	-4.0	9	-9	9	-4	[4, 0, 1]	[[-3, -3, 1], [1], [-2], [-3, -3, 1], [-3], [1]]	0.0	0.342	[4, 1]	0.78	[]	0.093	13.0	18	13	22	938	major
940	940	mendelssohn_quartets	06op80c	1835.8707229487093	1847	Ab	I	15.0	-3.0	15	-4	13	-3	[0]	[[-4]]	0.0	0.4458762886597938	[4, 1]	0.904639175257732	[]	0.1494845360824742	18.0	19	16	22	941	major
942	942	chopin_mazurkas	BI16-1	1838.2307692307693	1826	G	I	6.0	-1.0	9	-3	8	-2	[0, 1, 2, 3, 4, 5]	[[2], [1, 1], [2], [4], [2, 1, 5, 2], [6], [1], [2, 1, 5, 2], [3], [5]]	0.0	0.3265306122448979	[4, 1]	0.7755102040816326	[2, 3, 5]	0.2040816326530612	7.0	12	10	23	943	major
943	943	chopin_mazurkas	BI16-2	1838.2307692307693	1826	Bb	I	7.0	0.0	9	-4	9	-2	[4, 0, 1]	[[-2], [2], [2], [-1, -2, 2, -2]]	0.0	0.0869565217391304	[4, 1]	0.5217391304347826	[]	0.3043478260869565	7.0	13	11	23	944	major
945	945	chopin_mazurkas	BI34op68-3	1838.2307692307693	1830	F	I	9.0	-1.0	6	-3	6	-1	[1, 4, 0]	[[-1, 0, 3, 0], [-1, 0, 3, 0], [-1, 0, 3, 0], [-1, 0, 3, -1]]	0.0	0.2476190476190476	[4, 1]	0.3904761904761905	[]	0.0380952380952381	10.0	9	7	23	946	major
946	946	chopin_mazurkas	BI38op68-1	1838.2307692307693	1830	C	I	5.0	-1.0	9	-4	10	-4	[0, 1, 2, 4, -1]	[[0, 0, 1, 0, 4], [0, 0, 1, 2, -1], [0, 0, 1, 4, 1]]	0.0	0.0	[4, 1]	0.2941176470588235	[2, -1]	0.4369747899159664	6.0	13	14	23	947	major
