	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
255	255	corelli	op04n06d	1687.686470294558	1694	E	I	6.0	-1.0	6	-4	5	-1	[5, 1, 2, 3]	[[5, 5], [5], [6], [5], [9], [7], [6], [5], [5], [9], [6], [5], [5], [9]]	1.0	0.0175438596491228	[5, 2]	0.2807017543859649	[3]	0.0	7.0	10	6	6	256	major
257	257	corelli	op04n06f	1687.686470294558	1694	E	I	8.0	-1.0	8	-2	6	-2	[4, 0, 2]	[[4], [6], [8], [8], [6], [4]]	0.0	0.1066666666666666	[4, 1]	0.1333333333333333	[2]	0.04	9.0	10	8	6	258	major
258	258	corelli	op04n06g	1687.686470294558	1694	E	I	5.0	-4.0	7	-7	5	-4	[-1, 0, 1, 2, 4]	[[4, 4], [8, 5], [4, 4], [4, 4], [8, 5], [4, 4], [8, 5], [4, 8], [6, 3], [8, 5], [4, 8], [8, 5]]	0.0	0.0	[4, 1]	0.7717391304347826	[-1, 2]	0.3152173913043478	9.0	14	9	6	259	major
259	259	corelli	op04n07a	1687.686470294558	1694	F	I	4.0	-1.0	5	-4	5	-3	[1, 4, 0]	[[-1, -1, 3, 0]]	0.0	0.0	[4, 1]	0.1176470588235294	[]	0.0	5.0	9	8	6	260	major
260	260	corelli	op04n07b	1687.686470294558	1694	F	I	5.0	-2.0	5	-4	4	-1	[1, 4, -1]	[[3], [-2], [0]]	0.0	0.0396039603960396	[4, 1]	0.1188118811881188	[-1]	0.0	7.0	9	5	6	261	major
262	262	corelli	op04n07d	1687.686470294558	1694	F	I	5.0	-1.0	8	-3	6	-3	[1, 4, 0]	[[-1], [-1, -1], [3, 3], [-1], [0, 0], [3, 3], [-1, -1]]	0.0	0.0	[4, 1]	0.217391304347826	[]	0.0217391304347826	6.0	11	9	6	263	major
263	263	corelli	op04n07e	1687.686470294558	1694	F	I	5.0	-2.0	8	-2	8	-1	[1, 4, 0]	[[-1, -1, 3], [-1], [3], [-1], [0]]	0.0	0.0108695652173913	[4, 1]	0.2391304347826087	[]	0.0978260869565217	7.0	10	9	6	264	major
267	267	corelli	op04n09a	1687.686470294558	1694	Bb	I	4.0	-1.0	7	-4	5	-1	[4, 0, 1]	[[-2, -2], [2], [2], [-2, -2], [-1], [2]]	0.0	0.0	[4, 1]	0.2894736842105263	[]	0.0	5.0	11	6	6	268	major
268	268	corelli	op04n09b	1687.686470294558	1694	Bb	I	5.0	-4.0	6	-4	4	-1	[4, 0, 1]	[[-2, -2], [-1], [2], [-2]]	0.0	0.0	[4, 1]	0.1078431372549019	[]	0.0	9.0	10	5	6	269	major
270	270	corelli	op04n09d	1687.686470294558	1694	Bb	I	5.0	-1.0	9	-4	7	-3	[1]	[[-1]]	1.0	0.0	[5, 2]	0.5121951219512195	[]	0.0365853658536585	6.0	13	10	6	271	major
271	271	corelli	op04n10a	1687.686470294558	1694	G	I	6.0	0.0	5	0	5	0	[0, 1, 4]	[[1, 5, 2]]	0.0	0.25	[4, 1]	0.0	[]	0.0	6.0	5	5	6	272	major
272	272	corelli	op04n10b	1687.686470294558	1694	G	I	5.0	-5.0	8	-6	6	-5	[-1, 0, 1, 4]	[[1], [1], [5], [1], [2], [5], [1], [5], [0]]	0.0	0.0388349514563106	[4, 1]	0.3203883495145631	[-1]	0.0388349514563106	10.0	14	11	6	273	major
273	273	corelli	op04n10c	1687.686470294558	1694	G	I	3.0	-1.0	5	-1	2	0	[1, 4]	[[5, 2, 2]]	0.0	0.0	[4, 1]	0.0	[]	0.0	4.0	6	2	6	274	major
275	275	corelli	op04n10e	1687.686470294558	1694	G	I	5.0	-4.0	8	-8	6	-1	[0, 4]	[[1, 1, 1, 5]]	0.0	0.0	[4, 1]	0.2348993288590604	[]	0.0335570469798657	9.0	16	7	6	276	major
283	283	couperin_clavecin	01_premier_prelude	1717.0	1717	C	I	5.0	-1.0	7	-2	6	-2	[0, 4, -1]	[[0], [0, 0], [-1], [4], [4], [0]]	0.0	0.0	[4, 1]	0.1794871794871795	[-1]	0.0769230769230769	6.0	9	8	7	284	major
286	286	couperin_clavecin	04_quatrieme_prelude	1717.0	1717	F	I	5.0	-2.0	6	-3	5	-2	[0]	[[-1, -1], [-1, -1], [-1]]	0.0	0.0142857142857142	[4, 1]	0.1857142857142857	[]	0.0428571428571428	7.0	9	7	7	287	major
287	287	couperin_clavecin	05_cinquieme_prelude	1717.0	1717	A	I	6.0	-2.0	8	-4	8	-4	[-1, 0, 1, 2, 4]	[[3], [3], [3], [4], [3], [2], [7], [5], [5], [7]]	0.0	0.1827956989247312	[4, 1]	0.4193548387096774	[-1, 2]	0.2258064516129032	8.0	12	12	7	288	major
289	289	couperin_clavecin	07_septieme_prelude	1717.0	1717	Bb	I	8.0	-1.0	8	-4	8	-5	[2, 4, 5, -1, 0]	[[3], [-2], [0], [0], [-2], [2], [-3], [2]]	0.0	0.2588235294117647	[4, 1]	0.2235294117647059	[2, 5, -1]	0.1176470588235294	9.0	12	13	7	290	major
291	291	handel_keyboard	hwv430d_Grobschmied_Aria	1720.0	1720	E	I	5.0	-1.0	6	-1	5	-1	[4, 0, 1]	[[4, 4], [4, 8, 5], [4], [8]]	0.0	0.0	[4, 1]	0.0392156862745098	[]	0.0	6.0	7	6	8	292	major
292	292	handel_keyboard	hwv430d_Grobschmied_Var1	1720.0	1720	E	I	5.0	-1.0	6	-1	2	0	[4, 0, 1]	[[4], [4, 4], [5], [4], [8], [8, 8], [5]]	0.0	0.0	[4, 1]	0.0357142857142857	[]	0.0	6.0	7	2	8	293	major
293	293	handel_keyboard	hwv430d_Grobschmied_Var2	1720.0	1720	E	I	5.0	-1.0	6	-1	5	0	[4, 0, 1]	[[8], [4], [5], [5]]	0.0	0.0	[4, 1]	0.0344827586206896	[]	0.0	6.0	7	5	8	294	major
294	294	handel_keyboard	hwv430d_Grobschmied_Var3	1720.0	1720	E	I	5.0	-1.0	6	-1	6	-1	[-1, 0, 1, 2, 4]	[[4], [8], [3], [5], [8], [4], [6], [8]]	0.0	0.0	[4, 1]	0.0727272727272727	[-1, 2]	0.0363636363636363	6.0	7	7	8	295	major
295	295	handel_keyboard	hwv430d_Grobschmied_Var4	1720.0	1720	E	I	6.0	-1.0	6	-1	6	-1	[4, -1, 0, 1]	[[8], [4], [5], [3], [5]]	0.0	0.0307692307692307	[4, 1]	0.0307692307692307	[-1]	0.0307692307692307	7.0	7	7	8	296	major
296	296	handel_keyboard	hwv430d_Grobschmied_Var5	1720.0	1720	E	I	5.0	-1.0	6	-1	6	-2	[-1, 0, 1, 2, 3, 4, 5]	[[4, 8], [5], [3], [8], [6], [4], [9], [7], [5]]	0.0	0.0	[4, 1]	0.0327868852459016	[-1, 2, 3, 5]	0.0983606557377049	6.0	7	8	8	297	major
299	299	bach_solo	BWV1001_03_Siciliano	1721.5348340219405	1720	Bb	I	7.0	-5.0	7	-4	6	-4	[2, 4, 1, -1, 0]	[[-2], [2], [-1], [-3], [2], [0], [-2], [2, -2]]	0.0	0.0446428571428571	[4, 1]	0.3392857142857143	[2, -1]	0.1071428571428571	12.0	11	10	9	300	major
311	311	bach_solo	BWV1003_03_Andante	1721.5348340219405	1720	C	I	8.0	-2.0	8	-9	6	-3	[0, 2, 4, -1]	[[0], [4], [0], [0], [0, 4], [0], [-1], [4], [0], [2], [0]]	0.0	0.3043478260869565	[4, 1]	0.5217391304347826	[2, -1]	0.0579710144927536	10.0	17	9	9	312	major
315	315	bach_solo	BWV1005_02_Fuga	1721.5348340219405	1720	C	I	9.0	-5.0	9	-4	8	-7	[1]	[[1]]	0.0	0.1138211382113821	[4, 1]	0.4471544715447154	[]	0.0745257452574525	14.0	13	15	9	316	major
316	316	bach_solo	BWV1006_04_Menuett	1721.5348340219405	1720	E	I	8.0	-1.0	8	-2	6	-2	[4, 0]	[[4, 8]]	0.0	0.040983606557377	[4, 1]	0.2049180327868852	[]	0.0245901639344262	9.0	10	8	9	317	major
317	317	bach_solo	BWV1006_05_Bourée	1721.5348340219405	1720	E	I	7.0	-2.0	8	-2	6	-1	[0, 1]	[[4, 5]]	0.0	0.0566037735849056	[4, 1]	0.2641509433962264	[]	0.0566037735849056	9.0	10	7	9	318	major
318	318	bach_solo	BWV1006_06_Gigue	1721.5348340219405	1720	E	I	7.0	-1.0	7	-2	6	-2	[-1, 0, 1, 2, 3, 4]	[[5], [8], [4], [5], [4], [6], [8], [3], [5], [7]]	0.0	0.0816326530612244	[4, 1]	0.2857142857142857	[-1, 2, 3]	0.0408163265306122	8.0	9	8	9	319	major
319	319	bach_solo	BWV1007_01_Prelude	1721.5348340219405	1723	G	I	8.0	-1.0	7	-3	7	-4	[0, 1, 2, 4]	[[1], [2], [5], [3], [5], [2], [5], [2], [1], [2], [5], [3], [5], [2], [5], [2]]	0.0	0.1111111111111111	[4, 1]	0.2592592592592592	[2]	0.3703703703703703	9.0	10	11	9	320	major
320	320	bach_solo	BWV1007_02_Allemande	1721.5348340219405	1723	G	I	8.0	-3.0	7	-2	7	-2	[-1, 0, 1, 2, 3, 4, 5]	[[5], [1, 2, 5], [5], [3], [1], [6], [1], [2], [4], [6], [1], [3], [5], [0], [2], [5], [1], [6], [1], [4], [2], [0]]	0.0	0.1527777777777778	[4, 1]	0.2777777777777778	[-1, 2, 3, 5]	0.0555555555555555	11.0	9	9	9	321	major
321	321	bach_solo	BWV1007_03_Courante	1721.5348340219405	1723	G	I	5.0	-2.0	8	-2	5	-1	[-1, 0, 1, 2, 4]	[[1], [1], [2], [1], [5], [0], [2], [0], [5], [3], [5], [2], [1], [1], [3], [5], [1]]	0.0	0.0158730158730158	[4, 1]	0.2063492063492063	[-1, 2]	0.0	7.0	10	6	9	322	major
322	322	bach_solo	BWV1007_04_Sarabande	1721.5348340219405	1723	G	I	8.0	-1.0	8	-2	5	-1	[0, 1, 4]	[[1, 2, 5]]	0.0	0.119047619047619	[4, 1]	0.2857142857142857	[]	0.0	9.0	10	6	9	323	major
323	323	bach_solo	BWV1007_05_MenuetI	1721.5348340219405	1723	G	I	8.0	-1.0	8	-2	5	-1	[0, 1, 4]	[[1], [2], [5]]	0.0	0.1515151515151515	[4, 1]	0.1515151515151515	[]	0.0	9.0	10	6	9	324	major
325	325	bach_solo	BWV1007_07_Gique	1721.5348340219405	1723	G	I	6.0	-1.0	8	-4	5	-3	[0, 1, 3]	[[2], [1], [2], [4]]	0.0	0.0172413793103448	[4, 1]	0.396551724137931	[3]	0.1034482758620689	7.0	12	8	9	326	major
331	331	bach_solo	BWV1008_06_MenuetII	1721.5348340219405	1723	D	I	8.0	-1.0	5	-2	5	-1	[4]	[[6]]	0.0	0.2258064516129032	[4, 1]	0.032258064516129	[]	0.0	9.0	7	6	9	332	major
333	333	bach_solo	BWV1009_01_Prelude	1721.5348340219405	1723	C	I	9.0	-1.0	9	-4	8	-1	[0, 1, 2, 3, 4, 5, -1]	[[0], [5], [3], [1], [-1], [4], [2], [0], [1], [4], [1], [0], [0], [2], [4], [-1], [1], [3], [5], [0]]	0.0	0.0833333333333333	[4, 1]	0.3518518518518518	[2, 3, 5, -1]	0.1666666666666666	10.0	13	9	9	334	major
334	334	bach_solo	BWV1009_02_Allemande	1721.5348340219405	1723	C	I	5.0	-4.0	7	-4	5	-4	[1, 3, 5]	[[1], [3], [5]]	1.0	0.0673076923076923	[5, 2]	0.173076923076923	[3]	0.0576923076923076	9.0	11	9	9	335	major
335	335	bach_solo	BWV1009_03_Courante	1721.5348340219405	1723	C	I	8.0	-4.0	7	-4	7	-4	[0, 1, 2, 4, 5]	[[0], [0], [1], [4], [0], [1], [4], [0], [0], [2], [0], [5], [0]]	0.0	0.1358024691358024	[4, 1]	0.3209876543209876	[2, 5]	0.074074074074074	12.0	11	11	9	336	major
336	336	bach_solo	BWV1009_04_Sarabande	1721.5348340219405	1723	C	I	6.0	-1.0	6	-4	6	-3	[0, 1, 4]	[[0, 1, 4, 0]]	0.0	0.2037037037037037	[4, 1]	0.4814814814814814	[]	0.0925925925925925	7.0	10	9	9	337	major
337	337	bach_solo	BWV1009_05_BourréeI	1721.5348340219405	1723	C	I	5.0	-1.0	6	-4	5	-3	[1, 4, -1]	[[4], [-1], [1]]	0.0	0.0	[4, 1]	0.2786885245901639	[-1]	0.0655737704918032	6.0	10	8	9	338	major
339	339	bach_solo	BWV1009_07_Gique	1721.5348340219405	1723	C	I	5.0	-5.0	6	-4	6	-5	[0, 1, 2, 4, -1]	[[1], [0], [0], [2], [4], [-1]]	0.0	0.0642201834862385	[4, 1]	0.1926605504587156	[2, -1]	0.3394495412844037	10.0	10	11	9	340	major
340	340	bach_solo	BWV1010_01_Prelude	1721.5348340219405	1723	Eb	I	8.0	-5.0	8	-4	7	-7	[4, 0, 1]	[[-3], [-3], [-2], [1], [-2], [-3], [1], [-2], [-3], [-3], [-2], [1], [-2], [-3], [1], [-2]]	0.0	0.5405405405405406	[4, 1]	0.7837837837837838	[]	0.6351351351351351	13.0	12	14	9	341	major
341	341	bach_solo	BWV1010_02_Allemande	1721.5348340219405	1723	Eb	I	8.0	-2.0	9	-3	8	-2	[3, 4, 5, 2, -1, 0, 1]	[[-2], [-3], [2], [0], [-2], [-4], [1], [-4], [-2], [-4], [1], [-1], [-3], [2], [0], [-2]]	0.0	0.1505376344086021	[4, 1]	0.3333333333333333	[3, 5, 2, -1]	0.1290322580645161	10.0	12	10	9	342	major
342	342	bach_solo	BWV1010_03_Courante	1721.5348340219405	1723	Eb	I	7.0	-4.0	6	-4	5	-4	[0, 1]	[[-3], [-3], [-2]]	0.0	0.087378640776699	[4, 1]	0.1359223300970873	[]	0.116504854368932	11.0	10	9	9	343	major
343	343	bach_solo	BWV1010_04_Sarabande	1721.5348340219405	1723	Eb	I	6.0	-1.0	6	-4	5	-3	[3, 0, 1]	[[-3], [-2], [0]]	0.0	0.265625	[4, 1]	0.34375	[3]	0.015625	7.0	10	8	9	344	major
344	344	bach_solo	BWV1010_05_BourreeI	1721.5348340219405	1723	Eb	I	5.0	-4.0	5	-4	5	-4	[3, 4, 1, -1, 0, 2]	[[-3], [-1], [1], [-4], [-2], [0], [-4], [-2], [0], [1]]	0.0	0.081081081081081	[4, 1]	0.1891891891891892	[3, -1, 2]	0.1216216216216216	9.0	9	9	9	345	major
345	345	bach_solo	BWV1010_06_BourreeII	1721.5348340219405	1723	Eb	I	5.0	-1.0	5	-1	4	-1	[4, 0]	[[1, -3]]	0.0	0.0	[4, 1]	0.0	[]	0.0	6.0	6	5	9	346	major
346	346	bach_solo	BWV1010_07_Gique	1721.5348340219405	1723	Eb	I	6.0	-4.0	7	-4	5	-7	[5, 0]	[[-3], [-3], [2], [-3]]	0.0	0.1298701298701298	[4, 1]	0.3246753246753247	[5]	0.2987012987012987	10.0	11	12	9	347	major
354	354	bach_solo	BWV1012_01_Prelude	1721.5348340219405	1723	D	I	6.0	-5.0	6	-5	6	-4	[0, 1, 4]	[[2], [2], [2], [2], [2], [6], [2], [2], [3], [2], [2], [2], [2], [2], [2], [2], [2], [6], [2], [2], [3], [2], [2], [2]]	0.0	0.213903743315508	[4, 1]	0.2834224598930481	[]	0.2085561497326203	11.0	11	10	9	355	major
355	355	bach_solo	BWV1012_02_Allemande	1721.5348340219405	1723	D	I	9.0	-1.0	9	-2	7	-2	[-1, 0, 1, 2, 4, 5]	[[6], [2, 3, 6], [6], [4], [1], [6], [4], [2], [4], [7], [2]]	0.0	0.1923076923076923	[4, 1]	0.3846153846153846	[-1, 2, 5]	0.1153846153846153	10.0	11	9	9	356	major
356	356	bach_solo	BWV1012_03_Courante	1721.5348340219405	1723	D	I	8.0	-2.0	8	-2	8	-2	[0, 1, 2, 4]	[[2], [2], [2], [4], [6], [2], [3], [6], [2], [3], [6], [2]]	0.0	0.0941176470588235	[4, 1]	0.1058823529411764	[2]	0.1176470588235294	10.0	10	10	9	357	major
357	357	bach_solo	BWV1012_04_Sarabande	1721.5348340219405	1723	D	I	7.0	-2.0	8	-3	5	-3	[-1, 0, 1, 4]	[[2, 3, 6], [3, 6], [1]]	0.0	0.1551724137931034	[4, 1]	0.2241379310344827	[-1]	0.0344827586206896	9.0	11	8	9	358	major
358	358	bach_solo	BWV1012_05_GavotteI	1721.5348340219405	1723	D	I	5.0	-1.0	6	-4	5	-3	[0, 1, 4]	[[2, 3, 6], [6]]	0.0	0.0545454545454545	[4, 1]	0.2545454545454545	[]	0.0545454545454545	6.0	10	8	9	359	major
359	359	bach_solo	BWV1012_06_GavotteII	1721.5348340219405	1723	D	I	5.0	-1.0	5	-2	5	-1	[0, 1, 2, 4]	[[2, 3, 6], [4], [6], [3]]	0.0	0.0	[4, 1]	0.0172413793103448	[2]	0.0	6.0	7	6	9	360	major
360	360	bach_solo	BWV1012_07_Gique	1721.5348340219405	1723	D	I	6.0	-5.0	9	-4	6	-5	[0, 1, 4]	[[3], [6, 2]]	0.0	0.0458715596330275	[4, 1]	0.3486238532110092	[]	0.1009174311926605	11.0	13	11	9	361	major
365	365	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006097	1720	A	I	6.0	-4.0	6	-5	6	-5	[0, 1, 3, 4, 5]	[[3], [7], [4], [3], [8], [6]]	0.0	0.0471204188481675	[4, 1]	0.3089005235602094	[3, 5]	0.0680628272251308	10.0	11	11	10	366	major
366	366	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006097	1720	A	I	7.0	-4.0	7	-4	6	-5	[0, 1, 4]	[[3], [3], [3], [3], [7], [7], [4], [3, 7, 4, 3], [7], [4], [3]]	0.0	0.1041666666666666	[4, 1]	0.4513888888888889	[]	0.1666666666666666	11.0	11	11	10	367	major
367	367	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006097	1720	A	I	8.0	-1.0	8	-1	8	-1	[0, 1, 2, 4, 5]	[[3], [3], [3], [7, 4, 3], [3], [5], [7, 8]]	0.0	0.0879120879120879	[4, 1]	0.1648351648351648	[2, 5]	0.0439560439560439	9.0	9	9	10	368	major
368	368	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006097	1720	A	I	6.0	-4.0	7	-4	5	-2	[-1, 0, 1, 2, 4]	[[3], [3], [3], [4], [7, 4], [5], [7], [5], [7], [2]]	0.0	0.0576923076923076	[4, 1]	0.3076923076923077	[-1, 2]	0.0384615384615384	10.0	11	7	10	369	major
369	369	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006097	1720	A	I	6.0	-4.0	7	-4	5	-4	[-1, 0, 1, 3, 4, 5]	[[3], [3], [3], [4], [3], [7, 4], [3], [8], [6], [4], [6], [2]]	0.0	0.0594059405940594	[4, 1]	0.2178217821782178	[-1, 3, 5]	0.0792079207920792	10.0	11	9	10	370	major
370	370	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006097	1720	A	I	7.0	-4.0	7	-4	7	-4	[-1, 0, 1, 2, 4]	[[3], [3], [3], [4], [7, 4], [3], [5], [2]]	0.0	0.06	[4, 1]	0.19	[-1, 2]	0.09	11.0	11	11	10	371	major
371	371	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006097	1720	A	I	7.0	-5.0	12	-4	7	-4	[-1, 0, 1, 2, 4]	[[3, 4, 3], [4, 3], [7], [2], [4], [2], [7], [5], [3]]	0.0	0.1805555555555555	[4, 1]	0.8888888888888888	[-1, 2]	0.2222222222222222	12.0	16	11	10	372	major
372	372	bach_en_fr_suites	BWV806_08_Bouree_I	1721.7536076006097	1720	A	I	6.0	-2.0	7	-4	7	-1	[1]	[[4]]	1.0	0.0285714285714285	[5, 2]	0.2	[]	0.0571428571428571	8.0	11	8	10	373	major
374	374	bach_en_fr_suites	BWV806_10_Gigue	1721.7536076006097	1720	A	I	7.0	-1.0	7	-3	7	-2	[5, 0, 1, 3]	[[4], [3], [8], [6]]	0.0	0.0327868852459016	[4, 1]	0.180327868852459	[5, 3]	0.1311475409836065	8.0	10	9	10	375	major
381	381	bach_en_fr_suites	BWV807_06_Bourree_II	1721.7536076006097	1720	A	I	6.0	-1.0	8	-2	8	-2	[0, 1, 4]	[[3, 7, 4], [3], [7, 4]]	0.0	0.0144927536231884	[4, 1]	0.3333333333333333	[]	0.072463768115942	7.0	10	10	10	382	major
389	389	bach_en_fr_suites	BWV808_06_Gavotte_II	1721.7536076006097	1720	G	I	5.0	-1.0	5	-1	5	-1	[0, 1, 4]	[[1], [5, 2]]	0.0	0.0	[4, 1]	0.0	[]	0.0	6.0	6	6	10	390	major
