	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	total_WLD	chord_num	avg_WLD	corpus_id	piece_id
149	corelli	op01n05a	1687.6864702945581	1681	Baroque	Baroque	Bb	major	63.808569999999996	90	0.708984111111111	6	150
150	corelli	op01n05b	1687.6864702945581	1681	Baroque	Baroque	Bb	major	100.79677	149	0.6764883892617449	6	151
151	corelli	op01n05c	1687.6864702945581	1681	Baroque	Baroque	Bb	minor	37.0089	59	0.6272694915254237	6	152
152	corelli	op01n05d	1687.6864702945581	1681	Baroque	Baroque	Bb	major	68.86075	117	0.5885534188034187	6	153
153	corelli	op01n06a	1687.6864702945581	1681	Baroque	Baroque	b	minor	28.62306	44	0.6505240909090909	6	154
154	corelli	op01n06b	1687.6864702945581	1681	Baroque	Baroque	b	minor	125.3708	182	0.6888505494505495	6	155
155	corelli	op01n06c	1687.6864702945581	1681	Baroque	Baroque	b	minor	55.469229999999996	86	0.6449910465116279	6	156
156	corelli	op01n06d	1687.6864702945581	1681	Baroque	Baroque	b	minor	75.09595999999999	130	0.5776612307692307	6	157
157	corelli	op01n07a	1687.6864702945581	1681	Baroque	Baroque	C	major	95.91134	148	0.6480495945945945	6	158
158	corelli	op01n07b	1687.6864702945581	1681	Baroque	Baroque	C	minor	35.347519999999996	55	0.6426821818181817	6	159
159	corelli	op01n07c	1687.6864702945581	1681	Baroque	Baroque	C	major	106.28456	169	0.6289027218934912	6	160
160	corelli	op01n08a	1687.6864702945581	1681	Baroque	Baroque	c	minor	31.91408	56	0.5698942857142857	6	161
161	corelli	op01n08b	1687.6864702945581	1681	Baroque	Baroque	c	minor	42.413309999999996	74	0.5731528378378378	6	162
162	corelli	op01n08c	1687.6864702945581	1681	Baroque	Baroque	c	minor	73.19711	119	0.6151017647058823	6	163
163	corelli	op01n08d	1687.6864702945581	1681	Baroque	Baroque	c	minor	34.35653	70	0.4908075714285714	6	164
164	corelli	op01n09a	1687.6864702945581	1681	Baroque	Baroque	G	major	19.77102	40	0.4942755	6	165
165	corelli	op01n09b	1687.6864702945581	1681	Baroque	Baroque	G	major	101.23106	150	0.6748737333333333	6	166
166	corelli	op01n09c	1687.6864702945581	1681	Baroque	Baroque	G	major	42.678979999999996	71	0.6011123943661971	6	167
167	corelli	op01n09d	1687.6864702945581	1681	Baroque	Baroque	G	major	29.805709999999998	54	0.5519575925925926	6	168
168	corelli	op01n10a	1687.6864702945581	1681	Baroque	Baroque	g	minor	32.04953	45	0.7122117777777777	6	169
169	corelli	op01n10b	1687.6864702945581	1681	Baroque	Baroque	g	minor	42.53125	70	0.6075892857142857	6	170
170	corelli	op01n10c	1687.6864702945581	1681	Baroque	Baroque	g	minor	63.34042	106	0.5975511320754717	6	171
171	corelli	op01n10d	1687.6864702945581	1681	Baroque	Baroque	g	minor	33.89693	55	0.6163078181818181	6	172
